user_id,total_hours,avg_hours,max_hours,unique_games,purchase_count,total_interactions,hours_per_game,purchase_ratio
51098091,0.0,0.0,0.0,1,1,1,0.0,1.0
51132884,379.4,11.158823529411764,110.0,20,20,34,18.97,0.5882352941176471
51237520,0.0,0.0,0.0,3,3,3,0.0,1.0
51268450,0.0,0.0,0.0,4,4,4,0.0,1.0
51293702,501.4,45.58181818181818,501.0,7,7,11,71.62857142857142,0.6363636363636364
51300149,70.5,3.710526315789474,16.5,10,10,19,7.05,0.5263157894736842
51382080,887.1,27.721875,382.0,19,19,32,46.689473684210526,0.59375
51429054,0.0,0.0,0.0,2,2,2,0.0,1.0
51512715,37.0,5.285714285714286,37.0,6,6,7,6.166666666666667,0.8571428571428571
51557405,1814.6,3.558039215686274,112.0,300,300,510,6.048666666666667,0.5882352941176471
51558260,14.7,1.47,12.0,6,6,10,2.4499999999999997,0.6
51626428,0.0,0.0,0.0,2,2,2,0.0,1.0
51688538,8.6,4.3,8.6,1,1,2,8.6,0.5
51699341,79.8,4.2,20.0,10,10,19,7.9799999999999995,0.5263157894736842
51766884,1.7,0.85,1.7,1,1,2,1.7,0.5
51822361,3035.2,11.902745098039215,343.0,164,164,255,18.507317073170732,0.6431372549019608
51905751,833.0,138.83333333333334,773.0,3,3,6,277.6666666666667,0.5
51938138,0.0,0.0,0.0,1,1,1,0.0,1.0
51941260,152.3,10.153333333333334,85.0,8,8,15,19.0375,0.5333333333333333
51951401,11.9,5.95,11.9,1,1,2,11.9,0.5
52022614,0.0,0.0,0.0,1,1,1,0.0,1.0
52038938,396.0,99.0,351.0,2,2,4,198.0,0.5
52072237,37.8,4.725,33.0,6,6,8,6.3,0.75
52093628,21.8,2.4222222222222225,14.8,7,7,9,3.1142857142857143,0.7777777777777778
52181854,65.1,10.85,65.0,4,4,6,16.275,0.6666666666666666
52192778,0.2,0.06666666666666667,0.2,2,2,3,0.1,0.6666666666666666
52203520,107.0,6.294117647058823,75.0,11,11,17,9.727272727272727,0.6470588235294118
52217458,316.7,28.79090909090909,163.0,6,6,11,52.78333333333333,0.5454545454545454
52255266,0.9,0.45,0.9,1,1,2,0.9,0.5
52293096,619.0,68.77777777777777,539.0,6,6,9,103.16666666666667,0.6666666666666666
52321307,4118.5,57.201388888888886,893.0,42,42,72,98.05952380952381,0.5833333333333334
52352692,212.2,30.314285714285713,211.0,4,4,7,53.05,0.5714285714285714
52435421,133.8,8.3625,60.0,9,9,16,14.866666666666667,0.5625
52438281,0.0,0.0,0.0,1,1,1,0.0,1.0
52472947,32.0,16.0,32.0,1,1,2,32.0,0.5
52545855,742.6,57.12307692307692,492.0,7,7,13,106.08571428571429,0.5384615384615384
52559629,0.0,0.0,0.0,1,1,1,0.0,1.0
52567955,7836.7,237.47575757575757,6964.0,27,27,33,290.2481481481481,0.8181818181818182
52572702,192.0,96.0,192.0,1,1,2,192.0,0.5
52583581,1.5,0.75,1.5,1,1,2,1.5,0.5
52672853,0.2,0.1,0.2,1,1,2,0.2,0.5
52723676,238.3,17.021428571428572,87.0,7,7,14,34.042857142857144,0.5
52731290,9417.6,181.1076923076923,3898.0,27,27,52,348.8,0.5192307692307693
52781598,38.0,5.428571428571429,38.0,6,6,7,6.333333333333333,0.8571428571428571
52811164,0.2,0.04,0.2,4,4,5,0.05,0.8
52863875,17.0,2.4285714285714284,16.6,4,4,7,4.25,0.5714285714285714
52907921,1028.0,12.85,314.0,46,46,80,22.347826086956523,0.575
52942891,153.2,15.319999999999999,123.0,5,5,10,30.639999999999997,0.5
53040574,0.3,0.15,0.3,1,1,2,0.3,0.5
53079481,3.0,1.5,3.0,1,1,2,3.0,0.5
53091150,1079.5,3.801056338028169,159.0,168,168,284,6.425595238095238,0.5915492957746479
53097340,1025.1,6.406874999999999,215.0,116,116,160,8.83706896551724,0.725
53122638,28.0,14.0,28.0,1,1,2,28.0,0.5
53155177,80.8,20.2,79.0,2,2,4,40.4,0.5
53181165,2.6,0.2888888888888889,1.8,6,6,9,0.43333333333333335,0.6666666666666666
53231205,14.8,4.933333333333334,14.8,2,2,3,7.4,0.6666666666666666
53244117,3284.1,364.9,3283.0,7,7,9,469.15714285714284,0.7777777777777778
53245953,598.3,13.59772727272727,495.0,31,31,44,19.299999999999997,0.7045454545454546
53258793,1523.1,117.16153846153846,1511.0,8,8,13,190.3875,0.6153846153846154
53296539,73.0,36.5,73.0,1,1,2,73.0,0.5
53324742,5.2,2.6,5.2,1,1,2,5.2,0.5
53509003,71.2,4.45,66.0,11,11,16,6.472727272727273,0.6875
53621752,1756.7,109.79375,941.0,10,10,16,175.67000000000002,0.625
53678595,0.0,0.0,0.0,3,3,3,0.0,1.0
53691822,12.1,1.5125,11.6,6,6,8,2.0166666666666666,0.75
53711793,3062.8,61.256,1461.0,28,28,50,109.38571428571429,0.56
53778883,15.2,3.8,15.2,3,3,4,5.066666666666666,0.75
53779471,1497.0,71.28571428571429,1381.0,13,13,21,115.15384615384616,0.6190476190476191
53784377,892.9,89.28999999999999,848.0,6,6,10,148.81666666666666,0.6
53823060,0.3,0.15,0.3,1,1,2,0.3,0.5
53826748,6.9,3.45,6.9,1,1,2,6.9,0.5
53875128,1346.4,1.917948717948718,86.0,505,505,702,2.6661386138613863,0.7193732193732194
53898495,3227.3,14.804128440366974,981.0,145,145,218,22.257241379310347,0.6651376146788991
53901705,2337.3,86.56666666666668,1545.0,16,16,27,146.08125,0.5925925925925926
53957543,43.0,21.5,43.0,1,1,2,43.0,0.5
53964834,2903.0,725.75,2903.0,3,3,4,967.6666666666666,0.75
53986832,5.8,0.6444444444444444,2.8,6,6,9,0.9666666666666667,0.6666666666666666
53990357,14.1,3.525,10.2,2,2,4,7.05,0.5
54092998,0.0,0.0,0.0,1,1,1,0.0,1.0
54097980,3.1,1.55,3.1,1,1,2,3.1,0.5
54103616,2568.1,49.38653846153846,1028.0,31,31,52,82.84193548387097,0.5961538461538461
54111916,0.0,0.0,0.0,1,1,1,0.0,1.0
54124359,0.7999999999999999,0.08888888888888888,0.7,7,7,9,0.11428571428571428,0.7777777777777778
54194546,338.1,5.122727272727273,99.0,41,41,66,8.246341463414634,0.6212121212121212
54212914,59.4,9.9,36.0,3,3,6,19.8,0.5
54229062,0.2,0.1,0.2,1,1,2,0.2,0.5
54291917,204.2,8.878260869565217,164.0,12,12,23,17.016666666666666,0.5217391304347826
54293428,2605.6,18.745323741007194,492.0,82,82,139,31.77560975609756,0.5899280575539568
54310644,1747.0,10.040229885057471,475.0,128,128,174,13.6484375,0.735632183908046
54353026,4.4,0.3666666666666667,2.7,10,10,12,0.44000000000000006,0.8333333333333334
54402999,44.4,7.3999999999999995,30.0,3,3,6,14.799999999999999,0.5
54444464,0.5,0.25,0.5,1,1,2,0.5,0.5
54477968,36.4,3.6399999999999997,19.9,6,6,10,6.066666666666666,0.6
54507379,784.4,17.827272727272728,168.0,25,25,44,31.375999999999998,0.5681818181818182
54531801,0.0,0.0,0.0,1,1,1,0.0,1.0
54553556,0.0,0.0,0.0,5,5,5,0.0,1.0
54568397,268.9,11.691304347826087,105.0,13,13,23,20.684615384615384,0.5652173913043478
54637394,2514.0,13.301587301587302,1206.0,124,124,189,20.274193548387096,0.656084656084656
54680190,0.0,0.0,0.0,3,3,3,0.0,1.0
54704882,0.0,0.0,0.0,1,1,1,0.0,1.0
54739142,4.4,0.8800000000000001,4.2,3,3,5,1.4666666666666668,0.6
54739475,663.0,331.5,663.0,1,1,2,663.0,0.5
54761333,1544.0,11.876923076923077,261.0,81,81,130,19.061728395061728,0.6230769230769231
54819677,192.7,27.52857142857143,184.0,5,5,7,38.54,0.7142857142857143
54826284,3161.2,19.393865030674846,791.0,95,95,163,33.275789473684206,0.5828220858895705
54888069,8.3,1.3833333333333335,5.4,3,3,6,2.766666666666667,0.5
54894744,8.4,4.2,8.4,1,1,2,8.4,0.5
54916182,2603.0,1301.5,2603.0,1,1,2,2603.0,0.5
54934705,4.8,0.96,2.9,3,3,5,1.5999999999999999,0.6
54990424,328.0,82.0,301.0,2,2,4,164.0,0.5
54992167,111.0,12.333333333333334,100.0,6,6,9,18.5,0.6666666666666666
54999247,408.0,25.5,167.0,10,10,16,40.8,0.625
55016054,425.0,106.25,400.0,2,2,4,212.5,0.5
55112407,1869.0,186.9,544.0,5,5,10,373.8,0.5
55120589,6.199999999999999,0.6199999999999999,4.6,8,8,10,0.7749999999999999,0.8
55136688,47.2,11.8,47.0,2,2,4,23.6,0.5
55143039,76.7,6.391666666666667,53.0,7,7,12,10.957142857142857,0.5833333333333334
55162535,1138.0,284.5,1079.0,2,2,4,569.0,0.5
55229923,82.7,20.675,70.0,2,2,4,41.35,0.5
55300764,403.5,22.416666666666668,203.0,9,9,18,44.833333333333336,0.5
55319994,237.0,23.7,124.0,5,5,10,47.4,0.5
55334302,2025.2,40.504,483.0,27,27,50,75.00740740740741,0.54
55352649,515.1,57.233333333333334,487.0,5,5,9,103.02000000000001,0.5555555555555556
55363009,0.0,0.0,0.0,1,1,1,0.0,1.0
55367062,585.0,2.521551724137931,140.0,158,158,232,3.7025316455696204,0.6810344827586207
55426012,2093.9,5.76831955922865,213.0,235,235,363,8.910212765957446,0.6473829201101928
55429136,109.0,36.333333333333336,109.0,2,2,3,54.5,0.6666666666666666
55446861,22.0,4.4,22.0,4,4,5,5.5,0.8
55457113,910.0,101.11111111111111,777.0,6,6,9,151.66666666666666,0.6666666666666666
55464294,13.9,4.633333333333334,13.9,2,2,3,6.95,0.6666666666666666
55498890,92.9,23.225,91.0,2,2,4,46.45,0.5
55502052,99.9,8.325000000000001,36.0,7,7,12,14.271428571428572,0.5833333333333334
55522584,198.1,24.7625,139.0,4,4,8,49.525,0.5
55525449,0.0,0.0,0.0,1,1,1,0.0,1.0
55623839,349.3,38.81111111111111,296.0,5,5,9,69.86,0.5555555555555556
55635404,93.2,23.3,82.0,2,2,4,46.6,0.5
55672384,12.9,1.6125,7.0,4,4,8,3.225,0.5
55691331,0.0,0.0,0.0,1,1,1,0.0,1.0
55739825,111.4,7.957142857142857,48.0,9,9,14,12.377777777777778,0.6428571428571429
55745376,151.2,25.2,124.0,3,3,6,50.4,0.5
55751308,595.7,9.765573770491804,198.0,32,32,61,18.615625,0.5245901639344263
55755821,146.9,3.9702702702702704,71.0,27,27,37,5.440740740740741,0.7297297297297297
55761025,1758.0,17.405940594059405,787.0,61,61,101,28.81967213114754,0.6039603960396039
55763270,4.7,1.175,4.3,2,2,4,2.35,0.5
55763300,1239.3,95.33076923076922,1138.0,7,7,13,177.04285714285714,0.5384615384615384
55776971,190.6,11.211764705882352,79.0,9,9,17,21.177777777777777,0.5294117647058824
55837871,68.0,13.6,46.0,3,3,5,22.666666666666668,0.6
55906572,3960.6,9.876807980049875,690.0,232,232,401,17.07155172413793,0.5785536159600998
55906627,494.0,247.0,494.0,1,1,2,494.0,0.5
55944717,17.3,4.325,16.0,2,2,4,8.65,0.5
55948496,0.0,0.0,0.0,2,2,2,0.0,1.0
55975168,3382.2,23.00816326530612,757.0,89,89,147,38.002247191011236,0.6054421768707483
56002861,291.3,17.13529411764706,233.0,11,11,17,26.481818181818184,0.6470588235294118
56014527,105.6,26.4,92.0,2,2,4,52.8,0.5
56038151,647.7,2.744491525423729,128.0,174,174,236,3.7224137931034487,0.7372881355932204
56091522,4.0,0.5714285714285714,2.7,5,5,7,0.8,0.7142857142857143
56157984,10.7,5.35,10.7,1,1,2,10.7,0.5
56198811,2.6,0.8666666666666667,2.6,2,2,3,1.3,0.6666666666666666
56219610,940.5,18.441176470588236,309.0,27,27,51,34.833333333333336,0.5294117647058824
56256991,908.4,82.58181818181818,723.0,6,6,11,151.4,0.5454545454545454
56333620,573.8,11.954166666666666,127.0,28,28,48,20.49285714285714,0.5833333333333334
56413349,26.7,1.78,19.9,10,10,15,2.67,0.6666666666666666
56416303,76.0,38.0,76.0,1,1,2,76.0,0.5
56436338,3506.0,350.6,1369.0,5,5,10,701.2,0.5
56436989,492.7,8.211666666666666,148.0,36,36,60,13.68611111111111,0.6
56470008,283.2,70.8,275.0,2,2,4,141.6,0.5
56497895,46.3,5.7875,21.0,4,4,8,11.575,0.5
56667587,0.2,0.06666666666666667,0.2,2,2,3,0.1,0.6666666666666666
56684410,42.2,2.4823529411764707,32.0,14,14,17,3.0142857142857147,0.8235294117647058
56788879,1.8,0.6,1.8,2,2,3,0.9,0.6666666666666666
56789999,557.2,25.327272727272728,454.0,11,11,22,50.654545454545456,0.5
56790646,3.1,1.0333333333333334,3.1,2,2,3,1.55,0.6666666666666666
56813714,474.8,59.35,444.0,4,4,8,118.7,0.5
56818301,4.4,1.4666666666666668,4.4,2,2,3,2.2,0.6666666666666666
56830362,0.0,0.0,0.0,1,1,1,0.0,1.0
56840402,315.9,31.589999999999996,269.0,5,5,10,63.17999999999999,0.5
56899274,219.5,21.95,178.0,5,5,10,43.9,0.5
56901667,276.8,46.13333333333333,213.0,3,3,6,92.26666666666667,0.5
56911639,646.9,49.76153846153846,631.0,10,10,13,64.69,0.7692307692307693
56957512,715.1,71.51,648.0,6,6,10,119.18333333333334,0.6
56973040,56.1,14.025,54.0,2,2,4,28.05,0.5
57033787,308.5,22.035714285714285,121.0,7,7,14,44.07142857142857,0.5
57077457,0.6,0.3,0.6,1,1,2,0.6,0.5
57088976,11.9,5.95,11.9,1,1,2,11.9,0.5
57103808,1276.7,7.880864197530864,128.0,98,98,162,13.027551020408163,0.6049382716049383
57166019,193.0,48.25,123.0,2,2,4,96.5,0.5
57181405,7.2,3.6,7.2,1,1,2,7.2,0.5
57194796,12.5,6.25,12.5,1,1,2,12.5,0.5
57223013,3.2,1.6,3.2,1,1,2,3.2,0.5
57226729,549.5,54.95,413.0,5,5,10,109.9,0.5
57234698,5.9,0.5900000000000001,2.6,5,5,10,1.1800000000000002,0.5
57271785,1207.9,86.27857142857144,1201.0,10,10,14,120.79,0.7142857142857143
57319696,96.0,48.0,96.0,1,1,2,96.0,0.5
57333945,0.0,0.0,0.0,13,13,13,0.0,1.0
57368001,1462.5,25.21551724137931,574.0,31,31,58,47.17741935483871,0.5344827586206896
57415686,154.0,22.0,78.0,4,4,7,38.5,0.5714285714285714
57424113,635.3,37.370588235294115,372.0,10,10,17,63.529999999999994,0.5882352941176471
57433226,7741.5,157.98979591836735,3013.0,32,32,49,241.921875,0.6530612244897959
57451291,798.7,61.43846153846154,672.0,7,7,13,114.10000000000001,0.5384615384615384
57500988,187.3,17.027272727272727,108.0,6,6,11,31.21666666666667,0.5454545454545454
57530892,128.0,64.0,128.0,1,1,2,128.0,0.5
57541240,42.4,7.066666666666666,23.0,3,3,6,14.133333333333333,0.5
57564540,103.0,51.5,103.0,1,1,2,103.0,0.5
57603447,2649.6,9.496774193548386,1727.0,170,170,279,15.585882352941177,0.6093189964157706
57670085,0.0,0.0,0.0,1,1,1,0.0,1.0
57695896,0.3,0.15,0.3,1,1,2,0.3,0.5
57755503,3.3,1.65,3.3,1,1,2,3.3,0.5
57770056,848.8,5.696644295302013,280.0,107,107,149,7.932710280373831,0.7181208053691275
57782416,33.0,6.6,33.0,4,4,5,8.25,0.8
57788398,18.3,4.575,11.6,2,2,4,9.15,0.5
57798235,2234.0,65.70588235294117,1840.0,19,19,34,117.57894736842105,0.5588235294117647
57810800,52.4,8.733333333333333,29.0,3,3,6,17.466666666666665,0.5
57866383,0.7,0.04375,0.4,14,14,16,0.049999999999999996,0.875
57905818,5534.8,178.541935483871,4405.0,18,18,31,307.4888888888889,0.5806451612903226
57912466,38.0,19.0,38.0,1,1,2,38.0,0.5
57918339,16.9,8.45,16.9,1,1,2,16.9,0.5
57974873,1273.9,18.19857142857143,377.0,48,48,70,26.539583333333336,0.6857142857142857
58013959,0.5,0.25,0.5,1,1,2,0.5,0.5
58029555,184.2,16.745454545454546,90.0,6,6,11,30.7,0.5454545454545454
58057627,1796.6,16.482568807339447,557.0,61,61,109,29.45245901639344,0.5596330275229358
58117481,278.0,55.6,278.0,4,4,5,69.5,0.8
58121946,0.6,0.3,0.6,1,1,2,0.6,0.5
58129717,33.2,5.533333333333334,14.6,3,3,6,11.066666666666668,0.5
58152057,0.6,0.3,0.6,1,1,2,0.6,0.5
58182267,128.5,21.416666666666668,127.0,4,4,6,32.125,0.6666666666666666
58192081,8.4,2.8000000000000003,8.4,2,2,3,4.2,0.6666666666666666
58217836,521.9,11.104255319148935,246.0,29,29,47,17.99655172413793,0.6170212765957447
58223726,2974.0,371.75,2857.0,5,5,8,594.8,0.625
58237510,2219.4,184.95000000000002,1191.0,6,6,12,369.90000000000003,0.5
58252208,5.699999999999999,0.8142857142857142,4.1,4,4,7,1.4249999999999998,0.5714285714285714
58280709,13.600000000000001,3.4000000000000004,13.3,2,2,4,6.800000000000001,0.5
58289184,2517.6,48.41538461538461,809.0,30,30,52,83.92,0.5769230769230769
58297398,2443.1,27.7625,824.0,51,51,88,47.903921568627446,0.5795454545454546
58298928,149.1,13.554545454545455,119.0,6,6,11,24.849999999999998,0.5454545454545454
58312813,107.3,26.825,95.0,2,2,4,53.65,0.5
58316550,39.5,5.642857142857143,39.0,4,4,7,9.875,0.5714285714285714
58330533,26.3,6.575,26.0,2,2,4,13.15,0.5
58345543,1374.9,1.6525240384615385,70.0,666,666,832,2.0644144144144145,0.8004807692307693
58350807,88.0,44.0,88.0,1,1,2,88.0,0.5
58393019,0.0,0.0,0.0,2,2,2,0.0,1.0
58411748,618.3,34.349999999999994,340.0,12,12,18,51.525,0.6666666666666666
58431944,735.5,10.507142857142858,123.0,39,39,70,18.858974358974358,0.5571428571428572
58434367,1.5,0.75,1.5,1,1,2,1.5,0.5
58435428,2462.7,30.4037037037037,1137.0,43,43,81,57.27209302325581,0.5308641975308642
58439284,86.9,8.690000000000001,55.0,6,6,10,14.483333333333334,0.6
58476249,0.1,0.05,0.1,1,1,2,0.1,0.5
58481977,3923.6,178.34545454545454,3735.0,13,13,22,301.81538461538463,0.5909090909090909
58529751,705.2,70.52000000000001,526.0,5,5,10,141.04000000000002,0.5
58530556,947.1,25.5972972972973,391.0,20,20,37,47.355000000000004,0.5405405405405406
58551955,8.1,1.3499999999999999,8.1,5,5,6,1.6199999999999999,0.8333333333333334
58618147,1186.4,42.371428571428574,524.0,16,16,28,74.15,0.5714285714285714
58640737,1877.4,268.2,1755.0,4,4,7,469.35,0.5714285714285714
58662652,44.0,11.0,31.0,2,2,4,22.0,0.5
58667850,87.0,21.75,59.0,2,2,4,43.5,0.5
58724834,874.4,145.73333333333332,825.0,3,3,6,291.46666666666664,0.5
58761868,3499.7,36.45520833333333,1986.0,55,55,96,63.630909090909086,0.5729166666666666
58768356,705.5,14.11,119.0,26,26,50,27.134615384615383,0.52
58794630,380.3,47.5375,338.0,4,4,8,95.075,0.5
58830050,289.5,24.125,178.0,7,7,12,41.357142857142854,0.5833333333333334
58882137,0.4,0.2,0.4,1,1,2,0.4,0.5
58893462,54.3,5.43,54.0,7,7,10,7.757142857142857,0.7
58897206,90.3,22.575,71.0,2,2,4,45.15,0.5
58905429,1274.7,2.8077092511013215,433.0,370,370,454,3.445135135135135,0.8149779735682819
58907890,511.6,10.232000000000001,200.0,39,39,50,13.11794871794872,0.78
58930204,236.5,59.125,236.0,2,2,4,118.25,0.5
58931437,223.0,1.2965116279069768,65.0,143,143,172,1.5594405594405594,0.8313953488372093
58953935,789.3,20.238461538461536,251.0,21,21,39,37.58571428571428,0.5384615384615384
58967365,0.3,0.15,0.3,1,1,2,0.3,0.5
58977564,495.6,49.56,344.0,6,6,10,82.60000000000001,0.6
59005471,1373.6,15.609090909090908,219.0,54,54,88,25.437037037037037,0.6136363636363636
59025651,0.0,0.0,0.0,1,1,1,0.0,1.0
59050554,31.599999999999998,4.514285714285714,22.0,4,4,7,7.8999999999999995,0.5714285714285714
59081879,88.6,22.15,84.0,2,2,4,44.3,0.5
59087317,265.7,33.2125,242.0,4,4,8,66.425,0.5
59099129,525.5,32.84375,288.0,8,8,16,65.6875,0.5
59101095,0.2,0.1,0.2,1,1,2,0.2,0.5
59103567,2.6,1.3,2.6,1,1,2,2.6,0.5
59107320,0.3,0.15,0.3,1,1,2,0.3,0.5
59115473,272.7,8.796774193548387,141.0,16,16,31,17.04375,0.5161290322580645
59155360,9.0,4.5,9.0,1,1,2,9.0,0.5
59157389,1314.7,50.565384615384616,721.0,16,16,26,82.16875,0.6153846153846154
59159042,0.4,0.2,0.4,1,1,2,0.4,0.5
59205262,465.3,11.6325,246.0,21,21,40,22.15714285714286,0.525
59219245,0.0,0.0,0.0,3,3,3,0.0,1.0
59234901,908.5,39.5,860.0,12,12,23,75.70833333333333,0.5217391304347826
59264152,0.0,0.0,0.0,2,2,2,0.0,1.0
59325851,443.6,110.9,433.0,2,2,4,221.8,0.5
59332369,162.1,2.0012345679012347,63.0,56,56,81,2.894642857142857,0.691358024691358
59382844,2119.1,27.520779220779218,800.0,44,44,77,48.16136363636363,0.5714285714285714
59383825,842.5,84.25,386.0,5,5,10,168.5,0.5
59467141,159.9,19.9875,109.0,4,4,8,39.975,0.5
59477039,8.700000000000001,1.4500000000000002,5.7,3,3,6,2.9000000000000004,0.5
59529444,257.9,7.163888888888888,126.0,21,21,36,12.28095238095238,0.5833333333333334
59536273,3227.6,49.65538461538461,2412.0,35,35,65,92.21714285714286,0.5384615384615384
59537590,20.4,5.1,18.9,2,2,4,10.2,0.5
59575100,289.3,36.1625,137.0,4,4,8,72.325,0.5
59662830,4563.7,17.418702290076336,2852.0,177,177,262,25.78361581920904,0.6755725190839694
59713285,221.5,27.6875,145.0,4,4,8,55.375,0.5
59756932,294.1,9.48709677419355,205.0,20,20,31,14.705000000000002,0.6451612903225806
59773143,397.5,23.38235294117647,235.0,11,11,17,36.13636363636363,0.6470588235294118
59784301,0.5,0.16666666666666666,0.5,2,2,3,0.25,0.6666666666666666
59790700,661.9,7.696511627906976,183.0,54,54,86,12.257407407407406,0.627906976744186
59818635,93.6,23.4,93.0,2,2,4,46.8,0.5
59825286,1029.1,2.062324649298597,164.0,427,427,499,2.410070257611241,0.8557114228456913
59837634,435.3,36.275,325.0,7,7,12,62.18571428571429,0.5833333333333334
59854456,23.1,3.85,15.7,4,4,6,5.775,0.6666666666666666
59866729,116.7,29.175,106.0,2,2,4,58.35,0.5
59925638,5052.9,22.45733333333333,633.0,136,136,225,37.15367647058823,0.6044444444444445
59945701,467.8,7.196923076923077,238.0,43,43,65,10.87906976744186,0.6615384615384615
60062528,58.9,14.725,58.0,2,2,4,29.45,0.5
60074997,41.300000000000004,5.1625000000000005,18.1,4,4,8,10.325000000000001,0.5
60113114,498.3,71.18571428571428,498.0,4,4,7,124.575,0.5714285714285714
60115727,2.2,0.7333333333333334,2.2,2,2,3,1.1,0.6666666666666666
60209945,0.0,0.0,0.0,2,2,2,0.0,1.0
60210313,780.5,11.825757575757576,427.0,42,42,66,18.583333333333332,0.6363636363636364
60217594,2048.3,25.927848101265827,1447.0,48,48,79,42.67291666666667,0.6075949367088608
60227446,74.4,8.266666666666667,69.0,5,5,9,14.88,0.5555555555555556
60236480,0.0,0.0,0.0,8,8,8,0.0,1.0
60260529,53.1,13.275,45.0,2,2,4,26.55,0.5
60296891,1316.7,7.524,361.0,104,104,175,12.660576923076924,0.5942857142857143
60324268,1.9000000000000001,0.38,1.6,3,3,5,0.6333333333333334,0.6
60343142,457.9,30.526666666666664,232.0,8,8,15,57.2375,0.5333333333333333
60424237,5.1,0.7285714285714285,5.1,6,6,7,0.85,0.8571428571428571
60439399,59.8,7.475,43.0,4,4,8,14.95,0.5
60549077,28.9,0.6020833333333333,5.6,31,31,48,0.932258064516129,0.6458333333333334
60557056,181.6,16.509090909090908,125.0,7,7,11,25.942857142857143,0.6363636363636364
60594845,19.7,9.85,19.7,1,1,2,19.7,0.5
60608576,3175.2,12.751807228915663,802.0,157,157,249,20.22420382165605,0.6305220883534136
60611062,3557.8,13.177037037037037,682.0,158,158,270,22.517721518987344,0.5851851851851851
60701208,0.0,0.0,0.0,3,3,3,0.0,1.0
60706503,320.9,4.78955223880597,61.0,48,48,67,6.685416666666666,0.7164179104477612
60736966,994.0,142.0,994.0,6,6,7,165.66666666666666,0.8571428571428571
60744461,808.3,26.074193548387097,221.0,16,16,31,50.51875,0.5161290322580645
60760816,110.0,55.0,110.0,1,1,2,110.0,0.5
60820884,69.5,17.375,68.0,2,2,4,34.75,0.5
60828722,3.5,1.1666666666666667,3.5,2,2,3,1.75,0.6666666666666666
60859324,1598.4,18.58604651162791,603.0,54,54,86,29.6,0.627906976744186
60859695,886.4,3.0565517241379307,148.0,195,195,290,4.545641025641025,0.6724137931034483
60910490,228.2,57.05,218.0,2,2,4,114.1,0.5
60958088,417.7,34.80833333333333,154.0,6,6,12,69.61666666666666,0.5
60984151,13.7,2.7399999999999998,13.7,4,4,5,3.425,0.8
61003041,27.7,6.925,21.0,2,2,4,13.85,0.5
61031710,551.4,55.14,323.0,5,5,10,110.28,0.5
61044093,0.0,0.0,0.0,1,1,1,0.0,1.0
61046224,468.8,23.44,230.0,13,13,20,36.06153846153846,0.65
61068356,0.0,0.0,0.0,1,1,1,0.0,1.0
61070572,1173.7,9.946610169491526,441.0,66,66,118,17.783333333333335,0.559322033898305
61086207,413.0,15.296296296296296,206.0,15,15,27,27.533333333333335,0.5555555555555556
61098124,0.0,0.0,0.0,1,1,1,0.0,1.0
61099969,16.5,4.125,10.4,2,2,4,8.25,0.5
61189155,4894.7,30.02883435582822,2623.0,89,89,163,54.996629213483146,0.5460122699386503
61216865,47.0,15.666666666666666,47.0,2,2,3,23.5,0.6666666666666666
61274953,5.5,2.75,5.5,1,1,2,5.5,0.5
61276934,8.1,2.6999999999999997,8.1,2,2,3,4.05,0.6666666666666666
61289147,8.5,4.25,8.5,1,1,2,8.5,0.5
61367351,0.6,0.19999999999999998,0.6,2,2,3,0.3,0.6666666666666666
61378298,2.3,1.15,2.3,1,1,2,2.3,0.5
61389725,579.3,96.55,530.0,3,3,6,193.1,0.5
61409763,46.0,23.0,46.0,1,1,2,46.0,0.5
61428062,39.3,3.9299999999999997,18.3,6,6,10,6.55,0.6
61439397,169.6,28.266666666666666,159.0,3,3,6,56.53333333333333,0.5
61444633,1.0,0.14285714285714285,0.4,4,4,7,0.25,0.5714285714285714
61495434,35.0,17.5,35.0,1,1,2,35.0,0.5
61502266,5.0,2.5,5.0,1,1,2,5.0,0.5
61506388,295.9,2.2248120300751877,72.0,93,93,133,3.181720430107527,0.6992481203007519
61506984,162.0,81.0,162.0,1,1,2,162.0,0.5
61530197,1.1,0.3666666666666667,1.1,2,2,3,0.55,0.6666666666666666
61541943,7.199999999999999,1.7999999999999998,5.1,2,2,4,3.5999999999999996,0.5
61614735,201.5,28.785714285714285,200.0,4,4,7,50.375,0.5714285714285714
61628602,3.6,1.2,3.6,2,2,3,1.8,0.6666666666666666
61632730,1646.9,12.476515151515152,458.0,103,103,132,15.989320388349515,0.7803030303030303
61635781,0.0,0.0,0.0,1,1,1,0.0,1.0
61642722,0.0,0.0,0.0,2,2,2,0.0,1.0
61676491,2353.2,7.690196078431372,1097.0,217,217,306,10.844239631336405,0.7091503267973857
61707834,0.0,0.0,0.0,1,1,1,0.0,1.0
61753631,1120.3,280.075,1118.0,2,2,4,560.15,0.5
61772065,1055.4,17.59,395.0,36,36,60,29.31666666666667,0.6
61779218,969.5,23.646341463414632,498.0,23,23,41,42.15217391304348,0.5609756097560976
61806811,152.1,12.674999999999999,65.0,6,6,12,25.349999999999998,0.5
61823081,283.4,70.85,279.0,2,2,4,141.7,0.5
61831445,0.0,0.0,0.0,3,3,3,0.0,1.0
61834736,28.5,2.0357142857142856,22.0,12,12,14,2.375,0.8571428571428571
61902414,5.7,2.85,5.7,1,1,2,5.7,0.5
